,Starters,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team,game_id
7,Faith Masonius,20,3,6,.500,3,6,.500,0,0,,0,0,,2,5,7,2,0,0,5,2,6,maryland,2024-01-17-19-maryland
8,Emily Fisher,10,0,0,,0,0,,0,0,,2,4,.500,1,1,2,0,1,0,0,3,2,maryland,2024-01-17-19-maryland
0,Caitlin Clark,43,12,25,.480,5,7,.714,7,18,.389,14,16,.875,0,3,3,7,2,1,7,4,45,iowa,2024-01-21-12-ohio-state
1,Gabbie Marshall,41,1,3,.333,1,1,1.000,0,2,.000,1,1,1.000,0,2,2,2,0,0,0,3,3,iowa,2024-01-21-12-ohio-state
2,Molly Davis,40,6,7,.857,5,5,1.000,1,2,.500,1,1,1.000,0,1,1,8,1,0,1,1,14,iowa,2024-01-21-12-ohio-state
3,Kate Martin,32,3,9,.333,1,4,.250,2,5,.400,0,0,,1,6,7,1,1,0,5,4,8,iowa,2024-01-21-12-ohio-state
4,Hannah Stuelke,22,4,12,.333,4,12,.333,0,0,,2,5,.400,4,3,7,2,1,0,0,5,10,iowa,2024-01-21-12-ohio-state
6,Sydney Affolter,20,1,3,.333,1,3,.333,0,0,,3,3,1.000,2,3,5,0,0,0,0,2,5,iowa,2024-01-21-12-ohio-state
7,Addison O'Grady,18,3,5,.600,3,5,.600,0,0,,1,1,1.000,0,4,4,1,0,2,0,1,7,iowa,2024-01-21-12-ohio-state
8,Kylie Feuerbach,6,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,iowa,2024-01-21-12-ohio-state
9,AJ Ediger,2,0,0,,0,0,,0,0,,0,0,,0,3,3,0,0,0,1,0,0,iowa,2024-01-21-12-ohio-state
10,Sharon Goodman,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,2,0,iowa,2024-01-21-12-ohio-state
0,Jacy Sheldon,45,9,16,.563,7,10,.700,2,6,.333,4,4,1.000,2,5,7,3,0,0,3,3,24,ohio-state,2024-01-21-12-ohio-state
1,Cotie McMahon,41,12,23,.522,12,21,.571,0,2,.000,9,14,.643,3,9,12,2,1,2,3,4,33,ohio-state,2024-01-21-12-ohio-state
2,Rebeka Mikulasikova,38,4,10,.400,2,7,.286,2,3,.667,0,0,,0,4,4,5,1,2,3,2,10,ohio-state,2024-01-21-12-ohio-state
3,Taylor Thierry,29,2,5,.400,1,4,.250,1,1,1.000,6,6,1.000,3,4,7,1,2,0,3,5,11,ohio-state,2024-01-21-12-ohio-state
4,Celeste Taylor,25,4,7,.571,2,5,.400,2,2,1.000,0,0,,3,0,3,4,2,0,0,4,10,ohio-state,2024-01-21-12-ohio-state
6,Rikki Harris,21,2,3,.667,0,0,,2,3,.667,0,0,,0,1,1,1,0,0,0,1,6,ohio-state,2024-01-21-12-ohio-state
7,Madison Greene,15,0,6,.000,0,3,.000,0,3,.000,0,0,,0,1,1,2,0,0,0,3,0,ohio-state,2024-01-21-12-ohio-state
8,Emma Shumate,5,2,2,1.000,0,0,,2,2,1.000,0,0,,0,0,0,0,0,0,0,1,6,ohio-state,2024-01-21-12-ohio-state
9,Taiyier Parks,5,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,1,1,1,0,ohio-state,2024-01-21-12-ohio-state
0,Jacy Sheldon,40,9,19,.474,7,11,.636,2,8,.250,5,6,.833,2,4,6,3,3,0,1,1,25,ohio-state,2024-01-25-19-illinois
1,Cotie McMahon,37,6,14,.429,4,9,.444,2,5,.400,3,5,.600,4,7,11,0,1,2,2,2,17,ohio-state,2024-01-25-19-illinois
2,Celeste Taylor,32,5,12,.417,3,7,.429,2,5,.400,2,2,1.000,1,4,5,2,1,2,3,3,14,ohio-state,2024-01-25-19-illinois
3,Taylor Thierry,30,1,2,.500,1,2,.500,0,0,,3,4,.750,3,3,6,1,1,0,0,1,5,ohio-state,2024-01-25-19-illinois
4,Rebeka Mikulasikova,20,1,5,.200,1,2,.500,0,3,.000,0,0,,0,0,0,6,2,0,4,4,2,ohio-state,2024-01-25-19-illinois
6,Rikki Harris,18,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,2,1,1,0,ohio-state,2024-01-25-19-illinois
7,Taiyier Parks,10,2,3,.667,2,3,.667,0,0,,0,1,.000,1,2,3,0,0,0,2,1,4,ohio-state,2024-01-25-19-illinois
8,Madison Greene,8,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,2,0,1,1,0,ohio-state,2024-01-25-19-illinois
9,Emma Shumate,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-01-25-19-illinois
10,Eboni Walker,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-01-25-19-illinois
0,Kendall Bostic,40,6,8,.750,6,8,.750,0,0,,1,2,.500,5,13,18,2,2,1,2,3,13,illinois,2024-01-25-19-illinois
1,Genesis Bryant,39,5,18,.278,3,11,.273,2,7,.286,2,4,.500,1,1,2,1,2,1,3,3,14,illinois,2024-01-25-19-illinois
2,Makira Cook,37,7,19,.368,5,14,.357,2,5,.400,0,0,,2,5,7,5,0,0,5,1,16,illinois,2024-01-25-19-illinois
3,Camille Hobby,28,2,6,.333,2,5,.400,0,1,.000,0,0,,3,3,6,0,0,1,2,2,4,illinois,2024-01-25-19-illinois
4,Adalia McKenzie,25,2,5,.400,2,5,.400,0,0,,3,4,.750,0,1,1,2,0,0,5,5,7,illinois,2024-01-25-19-illinois
6,Gretchen Dolan,25,2,4,.500,2,4,.500,0,0,,1,2,.500,0,2,2,1,0,1,3,2,5,illinois,2024-01-25-19-illinois
7,Brynn Shoup-Hill,7,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,illinois,2024-01-25-19-illinois
0,Jacy Sheldon,40,3,6,.500,2,4,.500,1,2,.500,2,2,1.000,0,1,1,3,3,0,1,0,9,ohio-state,2024-01-28-00-purdue
1,Cotie McMahon,29,3,8,.375,3,7,.429,0,1,.000,4,5,.800,4,8,12,8,0,0,3,3,10,ohio-state,2024-01-28-00-purdue
2,Rebeka Mikulasikova,29,6,10,.600,6,8,.750,0,2,.000,3,3,1.000,0,1,1,2,1,0,3,5,15,ohio-state,2024-01-28-00-purdue
3,Celeste Taylor,28,2,7,.286,0,2,.000,2,5,.400,0,2,.000,0,3,3,4,0,1,3,4,6,ohio-state,2024-01-28-00-purdue
4,Taylor Thierry,24,5,8,.625,5,8,.625,0,0,,4,4,1.000,0,0,0,0,1,1,2,2,14,ohio-state,2024-01-28-00-purdue
6,Rikki Harris,23,2,7,.286,0,0,,2,7,.286,2,2,1.000,0,3,3,1,1,1,0,3,8,ohio-state,2024-01-28-00-purdue
7,Madison Greene,13,1,4,.250,0,1,.000,1,3,.333,0,0,,0,1,1,3,0,0,0,1,3,ohio-state,2024-01-28-00-purdue
8,Emma Shumate,7,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,1,0,0,5,ohio-state,2024-01-28-00-purdue
9,Taiyier Parks,7,0,1,.000,0,1,.000,0,0,,1,2,.500,0,1,1,1,0,0,0,0,1,ohio-state,2024-01-28-00-purdue
0,Jeanae Terry,40,3,6,.500,3,5,.600,0,1,.000,2,4,.500,3,5,8,5,1,0,6,1,8,purdue,2024-01-28-00-purdue
1,Madison Layden,34,0,4,.000,0,1,.000,0,3,.000,2,2,1.000,0,3,3,2,0,0,1,2,2,purdue,2024-01-28-00-purdue
2,Abbey Ellis,32,5,10,.500,1,4,.250,4,6,.667,0,2,.000,1,4,5,1,0,0,2,4,14,purdue,2024-01-28-00-purdue
3,Caitlyn Harper,24,2,7,.286,2,3,.667,0,4,.000,4,4,1.000,0,4,4,2,1,0,2,3,8,purdue,2024-01-28-00-purdue
4,Mary Ashley Stevenson,17,4,8,.500,4,8,.500,0,0,,4,4,1.000,5,2,7,1,0,0,2,4,12,purdue,2024-01-28-00-purdue
6,Rashunda Jones,24,5,11,.455,5,10,.500,0,1,.000,3,3,1.000,0,3,3,2,2,0,1,2,13,purdue,2024-01-28-00-purdue
7,Mila Reynolds,14,2,3,.667,1,1,1.000,1,2,.500,0,0,,1,0,1,0,0,2,1,1,5,purdue,2024-01-28-00-purdue
8,McKenna Layden,11,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,1,0,0,0,0,3,purdue,2024-01-28-00-purdue
9,Jayla Smith,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,purdue,2024-01-28-00-purdue
10,Sophie Swanson,2,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,1,0,3,purdue,2024-01-28-00-purdue
0,Ronnie Porter,31,2,3,.667,1,2,.500,1,1,1.000,1,2,.500,3,3,6,3,0,0,7,2,6,wisconsin,2024-02-01-18-ohio-state
1,Serah Williams,29,6,13,.462,6,13,.462,0,0,,4,5,.800,4,7,11,1,1,2,5,1,16,wisconsin,2024-02-01-18-ohio-state
2,Sania Copeland,29,2,8,.250,2,5,.400,0,3,.000,2,2,1.000,0,0,0,1,2,0,1,2,6,wisconsin,2024-02-01-18-ohio-state
3,Brooke Schramek,28,2,7,.286,1,5,.200,1,2,.500,0,0,,1,1,2,2,0,1,4,1,5,wisconsin,2024-02-01-18-ohio-state
4,Natalie Leuzinger,17,1,4,.250,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,2,1,2,wisconsin,2024-02-01-18-ohio-state
6,Tessa Grady,19,1,6,.167,0,0,,1,6,.167,0,0,,0,1,1,0,1,0,0,2,3,wisconsin,2024-02-01-18-ohio-state
7,Halle Douglass,16,1,3,.333,0,0,,1,3,.333,0,0,,2,2,4,3,0,0,4,2,3,wisconsin,2024-02-01-18-ohio-state
8,D'Yanis Jimenez,16,0,4,.000,0,3,.000,0,1,.000,2,2,1.000,0,2,2,0,0,0,3,1,2,wisconsin,2024-02-01-18-ohio-state
9,Ana Guillen,5,2,3,.667,2,3,.667,0,0,,0,0,,3,1,4,0,0,0,0,1,4,wisconsin,2024-02-01-18-ohio-state
10,Lily Krahn,5,0,0,,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,wisconsin,2024-02-01-18-ohio-state
11,Leena Patibandla,5,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,wisconsin,2024-02-01-18-ohio-state
0,Cotie McMahon,30,5,13,.385,4,10,.400,1,3,.333,4,5,.800,3,7,10,4,1,1,4,3,15,ohio-state,2024-02-01-18-ohio-state
1,Jacy Sheldon,27,6,12,.500,5,8,.625,1,4,.250,4,5,.800,1,2,3,5,3,0,2,1,17,ohio-state,2024-02-01-18-ohio-state
2,Rebeka Mikulasikova,20,4,7,.571,4,6,.667,0,1,.000,0,0,,0,3,3,2,0,0,0,1,8,ohio-state,2024-02-01-18-ohio-state
3,Celeste Taylor,19,4,7,.571,3,4,.750,1,3,.333,1,1,1.000,0,1,1,2,2,1,0,2,10,ohio-state,2024-02-01-18-ohio-state
4,Taylor Thierry,17,2,5,.400,2,5,.400,0,0,,1,1,1.000,2,1,3,2,1,0,0,0,5,ohio-state,2024-02-01-18-ohio-state
6,Eboni Walker,18,4,5,.800,4,5,.800,0,0,,3,4,.750,3,4,7,1,1,0,1,1,11,ohio-state,2024-02-01-18-ohio-state
7,Madison Greene,17,3,4,.750,2,2,1.000,1,2,.500,0,0,,0,0,0,2,1,0,1,1,7,ohio-state,2024-02-01-18-ohio-state
8,Emma Shumate,17,2,5,.400,0,2,.000,2,3,.667,0,0,,1,0,1,0,1,0,0,1,6,ohio-state,2024-02-01-18-ohio-state
9,Rikki Harris,17,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,4,1,0,0,1,3,ohio-state,2024-02-01-18-ohio-state
10,Diana Collins,12,1,4,.250,0,1,.000,1,3,.333,0,0,,0,1,1,1,1,0,0,1,3,ohio-state,2024-02-01-18-ohio-state
11,Kaia Henderson,2,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,ohio-state,2024-02-01-18-ohio-state
12,Faith Carson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,ohio-state,2024-02-01-18-ohio-state
13,Taiyier Parks,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,ohio-state,2024-02-01-18-ohio-state
0,Chloe Moore-McNeil,38,4,7,.571,4,6,.667,0,1,.000,2,3,.667,1,2,3,5,1,1,5,4,10,indiana,2024-02-04-12-ohio-state
1,Sara Scalia,38,8,17,.471,5,9,.556,3,8,.375,6,7,.857,1,3,4,1,1,0,3,3,25,indiana,2024-02-04-12-ohio-state
2,Yarden Garzon,37,5,10,.500,2,6,.333,3,4,.750,1,1,1.000,1,8,9,0,1,0,6,3,14,indiana,2024-02-04-12-ohio-state
3,MacKenzie Holmes,33,6,12,.500,6,11,.545,0,1,.000,2,4,.500,1,8,9,4,0,1,5,4,14,indiana,2024-02-04-12-ohio-state
4,Lexus Bargesser,31,2,6,.333,2,5,.400,0,1,.000,2,3,.667,0,4,4,1,2,0,2,3,6,indiana,2024-02-04-12-ohio-state
6,Lenée Beaumont,13,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,1,0,1,0,0,indiana,2024-02-04-12-ohio-state
7,Lilly Meister,7,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,2,0,indiana,2024-02-04-12-ohio-state
8,Julianna LaMendola,3,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,1,0,0,0,0,0,indiana,2024-02-04-12-ohio-state
0,Jacy Sheldon,38,8,20,.400,5,12,.417,3,8,.375,6,8,.750,1,1,2,4,3,0,2,2,25,ohio-state,2024-02-04-12-ohio-state
1,Rebeka Mikulasikova,36,4,11,.364,1,5,.200,3,6,.500,0,0,,0,5,5,4,0,0,2,3,11,ohio-state,2024-02-04-12-ohio-state
2,Taylor Thierry,31,3,5,.600,1,3,.333,2,2,1.000,3,4,.750,1,4,5,0,2,1,1,3,11,ohio-state,2024-02-04-12-ohio-state
3,Cotie McMahon,30,9,13,.692,9,11,.818,0,2,.000,2,4,.500,1,6,7,5,2,0,5,5,20,ohio-state,2024-02-04-12-ohio-state
4,Celeste Taylor,30,2,9,.222,1,6,.167,1,3,.333,0,0,,0,4,4,0,3,1,1,4,5,ohio-state,2024-02-04-12-ohio-state
6,Rikki Harris,22,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,2,0,0,0,0,2,ohio-state,2024-02-04-12-ohio-state
7,Madison Greene,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,2,1,0,ohio-state,2024-02-04-12-ohio-state
8,Eboni Walker,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,ohio-state,2024-02-04-12-ohio-state
9,Emma Shumate,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,ohio-state,2024-02-04-12-ohio-state
0,Jacy Sheldon,30,4,13,.308,2,5,.400,2,8,.250,2,2,1.000,2,1,3,6,2,0,1,1,12,ohio-state,2024-02-08-21-minnesota
1,Celeste Taylor,29,7,16,.438,7,11,.636,0,5,.000,0,2,.000,0,5,5,2,1,2,6,2,14,ohio-state,2024-02-08-21-minnesota
2,Cotie McMahon,29,5,8,.625,5,8,.625,0,0,,3,3,1.000,2,7,9,1,2,0,0,2,13,ohio-state,2024-02-08-21-minnesota
3,Taylor Thierry,23,1,3,.333,1,3,.333,0,0,,1,2,.500,2,1,3,3,3,0,0,2,3,ohio-state,2024-02-08-21-minnesota
4,Rebeka Mikulasikova,20,4,9,.444,1,1,1.000,3,8,.375,0,0,,0,0,0,3,0,0,1,1,11,ohio-state,2024-02-08-21-minnesota
6,Eboni Walker,18,2,5,.400,2,5,.400,0,0,,0,0,,2,3,5,4,0,0,1,4,4,ohio-state,2024-02-08-21-minnesota
7,Rikki Harris,16,1,1,1.000,0,0,,1,1,1.000,0,0,,0,2,2,0,2,0,1,2,3,ohio-state,2024-02-08-21-minnesota
8,Emma Shumate,15,3,5,.600,1,1,1.000,2,4,.500,0,0,,0,0,0,1,0,0,0,1,8,ohio-state,2024-02-08-21-minnesota
9,Madison Greene,13,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,2,2,0,1,0,3,ohio-state,2024-02-08-21-minnesota
10,Diana Collins,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,ohio-state,2024-02-08-21-minnesota
11,Faith Carson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,ohio-state,2024-02-08-21-minnesota
12,Kaia Henderson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-02-08-21-minnesota
0,Mallory Heyer,38,2,9,.222,1,5,.200,1,4,.250,0,0,,3,4,7,1,0,0,2,0,5,minnesota,2024-02-08-21-minnesota
1,Grace Grocholski,35,3,10,.300,1,3,.333,2,7,.286,0,0,,0,4,4,1,0,0,1,2,8,minnesota,2024-02-08-21-minnesota
2,Amaya Battle,33,2,6,.333,1,3,.333,1,3,.333,2,2,1.000,0,7,7,6,2,0,8,2,7,minnesota,2024-02-08-21-minnesota
3,Janay Sanders,28,5,9,.556,5,7,.714,0,2,.000,6,8,.750,0,3,3,0,0,0,6,4,16,minnesota,2024-02-08-21-minnesota
4,Sophie Hart,23,2,6,.333,2,6,.333,0,0,,3,6,.500,3,3,6,0,1,1,4,2,7,minnesota,2024-02-08-21-minnesota
6,Maggie Czinano,18,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,1,1,0,1,0,1,2,2,minnesota,2024-02-08-21-minnesota
7,Niamya Holloway,17,1,4,.250,1,4,.250,0,0,,0,0,,0,0,0,1,0,0,1,3,2,minnesota,2024-02-08-21-minnesota
8,Ayianna Johnson,7,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,minnesota,2024-02-08-21-minnesota
9,Brynn Senden,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,minnesota,2024-02-08-21-minnesota
0,Celeste Taylor,36,8,13,.615,6,10,.600,2,3,.667,2,2,1.000,1,4,5,3,2,0,3,3,20,ohio-state,2024-02-11-16-michigan-state
1,Rebeka Mikulasikova,34,9,14,.643,8,12,.667,1,2,.500,0,0,,1,1,2,5,0,1,2,3,19,ohio-state,2024-02-11-16-michigan-state
2,Jacy Sheldon,25,8,13,.615,6,11,.545,2,2,1.000,0,0,,1,3,4,5,1,0,2,3,18,ohio-state,2024-02-11-16-michigan-state
3,Taylor Thierry,20,4,5,.800,3,4,.750,1,1,1.000,3,3,1.000,0,3,3,2,2,1,2,4,12,ohio-state,2024-02-11-16-michigan-state
4,Cotie McMahon,19,2,5,.400,2,5,.400,0,0,,2,2,1.000,0,7,7,5,0,0,2,3,6,ohio-state,2024-02-11-16-michigan-state
6,Rikki Harris,19,1,3,.333,0,0,,1,3,.333,3,4,.750,0,5,5,2,1,0,0,1,6,ohio-state,2024-02-11-16-michigan-state
7,Madison Greene,17,0,0,,0,0,,0,0,,0,0,,0,0,0,4,2,0,1,2,0,ohio-state,2024-02-11-16-michigan-state
8,Emma Shumate,14,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,2,0,0,0,1,3,ohio-state,2024-02-11-16-michigan-state
9,Eboni Walker,8,1,1,1.000,1,1,1.000,0,0,,0,0,,1,2,3,0,0,0,1,1,2,ohio-state,2024-02-11-16-michigan-state
10,Diana Collins,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,ohio-state,2024-02-11-16-michigan-state
11,Taiyier Parks,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,ohio-state,2024-02-11-16-michigan-state
0,Jocelyn Tate,32,3,7,.429,3,6,.500,0,1,.000,2,5,.400,2,0,2,1,2,1,3,3,8,michigan-state,2024-02-11-16-michigan-state
1,Moira Joiner,29,3,9,.333,1,4,.250,2,5,.400,1,2,.500,2,4,6,0,1,0,2,2,9,michigan-state,2024-02-11-16-michigan-state
2,DeeDee Hagemann,29,2,4,.500,1,3,.333,1,1,1.000,5,6,.833,0,1,1,4,0,1,2,2,10,michigan-state,2024-02-11-16-michigan-state
3,Julia Ayrault,24,4,11,.364,4,8,.500,0,3,.000,2,2,1.000,1,6,7,3,0,1,3,3,10,michigan-state,2024-02-11-16-michigan-state
4,Abbey Kimball,23,2,3,.667,0,0,,2,3,.667,0,0,,0,1,1,2,0,0,1,1,6,michigan-state,2024-02-11-16-michigan-state
6,Tory Ozment,28,2,6,.333,1,4,.250,1,2,.500,3,4,.750,0,3,3,3,0,0,1,0,8,michigan-state,2024-02-11-16-michigan-state
7,Theryn Hallock,24,7,11,.636,7,10,.700,0,1,.000,4,4,1.000,1,1,2,1,2,0,4,1,18,michigan-state,2024-02-11-16-michigan-state
8,Lauren Ross,8,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,0,2,michigan-state,2024-02-11-16-michigan-state
9,Bree Robinson,3,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,michigan-state,2024-02-11-16-michigan-state
0,Alexis Markowski,32,4,8,.500,3,7,.429,1,1,1.000,0,0,,1,15,16,1,1,2,3,1,9,nebraska,2024-02-14-19-ohio-state
1,Jaz Shelley,31,2,9,.222,0,3,.000,2,6,.333,0,0,,0,5,5,2,2,0,7,2,6,nebraska,2024-02-14-19-ohio-state
2,Kendall Moriarty,18,2,6,.333,2,5,.400,0,1,.000,1,1,1.000,0,1,1,2,0,0,0,0,5,nebraska,2024-02-14-19-ohio-state
3,Natalie Potts,16,2,8,.250,2,7,.286,0,1,.000,2,2,1.000,1,1,2,0,0,1,4,3,6,nebraska,2024-02-14-19-ohio-state
4,Darian White,13,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,2,4,0,nebraska,2024-02-14-19-ohio-state
6,Callin Hake,23,3,5,.600,2,2,1.000,1,3,.333,0,0,,2,0,2,2,0,0,2,0,7,nebraska,2024-02-14-19-ohio-state
7,Logan Nissley,22,2,5,.400,0,0,,2,5,.400,0,0,,0,2,2,1,1,0,1,1,6,nebraska,2024-02-14-19-ohio-state
8,Jessica Petrie,16,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,2,2,0,0,0,5,0,3,nebraska,2024-02-14-19-ohio-state
9,Maddie Krull,13,1,2,.500,0,0,,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,nebraska,2024-02-14-19-ohio-state
10,Kendall Coley,9,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,0,1,0,1,0,nebraska,2024-02-14-19-ohio-state
11,Annika Stewart,8,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,1,1,1,0,0,3,1,2,nebraska,2024-02-14-19-ohio-state
0,Cotie McMahon,30,9,17,.529,9,16,.563,0,1,.000,2,5,.400,1,9,10,3,4,0,2,1,20,ohio-state,2024-02-14-19-ohio-state
1,Jacy Sheldon,29,9,15,.600,4,7,.571,5,8,.625,0,0,,2,4,6,6,0,0,3,2,23,ohio-state,2024-02-14-19-ohio-state
2,Rebeka Mikulasikova,22,2,8,.250,2,7,.286,0,1,.000,0,0,,0,2,2,2,0,0,1,0,4,ohio-state,2024-02-14-19-ohio-state
3,Celeste Taylor,21,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,3,3,4,2,0,1,1,5,ohio-state,2024-02-14-19-ohio-state
4,Taylor Thierry,20,1,3,.333,1,2,.500,0,1,.000,0,0,,0,1,1,1,3,2,2,2,2,ohio-state,2024-02-14-19-ohio-state
6,Madison Greene,20,2,5,.400,2,3,.667,0,2,.000,3,4,.750,1,0,1,1,2,0,0,1,7,ohio-state,2024-02-14-19-ohio-state
7,Rikki Harris,17,3,4,.750,0,0,,3,4,.750,2,2,1.000,0,3,3,1,1,0,0,0,11,ohio-state,2024-02-14-19-ohio-state
8,Taiyier Parks,14,3,6,.500,3,6,.500,0,0,,0,2,.000,2,1,3,0,2,0,2,1,6,ohio-state,2024-02-14-19-ohio-state
9,Emma Shumate,10,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,ohio-state,2024-02-14-19-ohio-state
10,Eboni Walker,8,0,0,,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,1,0,ohio-state,2024-02-14-19-ohio-state
11,Diana Collins,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-02-14-19-ohio-state
12,Faith Carson,2,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,ohio-state,2024-02-14-19-ohio-state
13,Kaia Henderson,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-02-14-19-ohio-state
0,Jacy Sheldon,36,9,15,.600,7,9,.778,2,6,.333,0,0,,0,2,2,6,1,0,2,1,20,ohio-state,2024-02-22-18-penn-state
1,Cotie McMahon,33,7,14,.500,5,10,.500,2,4,.500,0,0,,0,5,5,2,2,1,4,4,16,ohio-state,2024-02-22-18-penn-state
2,Celeste Taylor,29,6,12,.500,2,5,.400,4,7,.571,0,0,,0,2,2,7,7,1,2,4,16,ohio-state,2024-02-22-18-penn-state
3,Taylor Thierry,28,6,10,.600,6,9,.667,0,1,.000,2,3,.667,3,2,5,1,0,1,0,0,14,ohio-state,2024-02-22-18-penn-state
4,Rebeka Mikulasikova,28,3,7,.429,1,3,.333,2,4,.500,0,0,,1,5,6,3,0,1,2,1,8,ohio-state,2024-02-22-18-penn-state
6,Rikki Harris,14,0,1,.000,0,1,.000,0,0,,1,2,.500,0,0,0,2,1,0,2,3,1,ohio-state,2024-02-22-18-penn-state
7,Madison Greene,13,1,4,.250,0,2,.000,1,2,.500,0,0,,0,2,2,0,1,0,0,1,3,ohio-state,2024-02-22-18-penn-state
8,Eboni Walker,10,0,1,.000,0,1,.000,0,0,,0,0,,2,0,2,0,1,0,1,0,0,ohio-state,2024-02-22-18-penn-state
9,Emma Shumate,4,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,2,0,2,0,0,0,1,0,4,ohio-state,2024-02-22-18-penn-state
10,Diana Collins,3,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,ohio-state,2024-02-22-18-penn-state
11,Taiyier Parks,2,0,1,.000,0,0,,0,1,.000,0,0,,1,0,1,0,1,0,1,0,0,ohio-state,2024-02-22-18-penn-state
0,Leilani Kapinus,27,4,10,.400,3,9,.333,1,1,1.000,1,1,1.000,2,8,10,1,3,2,6,2,10,penn-state,2024-02-22-18-penn-state
1,Ashley Owusu,24,8,12,.667,7,9,.778,1,3,.333,5,6,.833,2,3,5,2,1,0,3,1,22,penn-state,2024-02-22-18-penn-state
2,Ali Brigham,18,5,6,.833,5,6,.833,0,0,,0,0,,1,0,1,2,1,0,0,1,10,penn-state,2024-02-22-18-penn-state
3,Shay Ciezki,13,1,5,.200,0,1,.000,1,4,.250,0,0,,0,0,0,0,0,0,4,1,3,penn-state,2024-02-22-18-penn-state
4,Makenna Marisa,12,0,3,.000,0,1,.000,0,2,.000,5,6,.833,1,0,1,1,0,0,4,0,5,penn-state,2024-02-22-18-penn-state
6,Moriah Murray,24,1,5,.200,0,1,.000,1,4,.250,0,0,,1,2,3,3,1,0,2,0,3,penn-state,2024-02-22-18-penn-state
7,Jayla Oden,21,2,6,.333,2,4,.500,0,2,.000,0,2,.000,0,3,3,1,1,0,1,1,4,penn-state,2024-02-22-18-penn-state
