,Starters,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team,game_id
9,Eboni Walker,16,0,1,.000,0,1,.000,0,0,,1,2,.500,1,2,3,1,0,0,0,2,1,ohio-state,2023-12-05-19-ohio-state
10,Kaia Henderson,10,3,3,1.000,3,3,1.000,0,0,,0,0,,0,3,3,2,0,0,1,0,6,ohio-state,2023-12-05-19-ohio-state
11,Diana Collins,8,1,4,.250,0,2,.000,1,2,.500,1,2,.500,0,0,0,0,1,0,2,3,4,ohio-state,2023-12-05-19-ohio-state
12,Karla Vres,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,ohio-state,2023-12-05-19-ohio-state
0,Shay Ciezki,43,7,17,.412,4,10,.400,3,7,.429,2,2,1.000,3,3,6,4,1,0,3,3,19,penn-state,2023-12-10-13-ohio-state
1,Makenna Marisa,41,11,21,.524,8,15,.533,3,6,.500,3,5,.600,0,8,8,3,1,0,2,1,28,penn-state,2023-12-10-13-ohio-state
2,Ali Brigham,31,4,4,1.000,4,4,1.000,0,0,,0,0,,2,8,10,0,0,1,3,5,8,penn-state,2023-12-10-13-ohio-state
3,Leilani Kapinus,21,3,7,.429,3,6,.500,0,1,.000,2,3,.667,2,2,4,1,2,0,4,5,8,penn-state,2023-12-10-13-ohio-state
4,Chanaya Pinto,10,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,2,0,1,5,0,penn-state,2023-12-10-13-ohio-state
6,Moriah Murray,27,2,3,.667,0,0,,2,3,.667,0,0,,0,2,2,4,2,0,0,3,6,penn-state,2023-12-10-13-ohio-state
7,Taylor Valladay,19,3,5,.600,3,5,.600,0,0,,2,4,.500,0,0,0,1,0,0,2,5,8,penn-state,2023-12-10-13-ohio-state
8,Jayla Oden,18,1,6,.167,0,5,.000,1,1,1.000,2,2,1.000,0,3,3,1,0,0,3,2,5,penn-state,2023-12-10-13-ohio-state
9,Kylie Lavelle,15,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,3,2,penn-state,2023-12-10-13-ohio-state
10,Grace Hall,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,penn-state,2023-12-10-13-ohio-state
0,Jacy Sheldon,45,8,13,.615,6,9,.667,2,4,.500,13,14,.929,0,5,5,3,1,1,2,4,31,ohio-state,2023-12-10-13-ohio-state
1,Celeste Taylor,39,5,12,.417,3,5,.600,2,7,.286,1,4,.250,2,9,11,4,1,0,0,4,13,ohio-state,2023-12-10-13-ohio-state
2,Cotie McMahon,39,11,18,.611,11,17,.647,0,1,.000,5,14,.357,0,8,8,0,3,0,3,2,27,ohio-state,2023-12-10-13-ohio-state
3,Taylor Thierry,37,2,6,.333,2,6,.333,0,0,,3,4,.750,3,1,4,2,1,0,4,3,7,ohio-state,2023-12-10-13-ohio-state
4,Rebeka Mikulasikova,33,3,9,.333,1,4,.250,2,5,.400,0,0,,2,2,4,2,1,0,3,1,8,ohio-state,2023-12-10-13-ohio-state
6,Rikki Harris,15,0,1,.000,0,0,,0,1,.000,3,4,.750,1,2,3,3,0,0,0,1,3,ohio-state,2023-12-10-13-ohio-state
7,Taiyier Parks,7,2,2,1.000,2,2,1.000,0,0,,1,2,.500,1,0,1,1,0,0,0,0,5,ohio-state,2023-12-10-13-ohio-state
8,Emma Shumate,5,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,ohio-state,2023-12-10-13-ohio-state
9,Madison Greene,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2023-12-10-13-ohio-state
0,Ellie Droste,31,6,11,.545,4,6,.667,2,5,.400,3,5,.600,0,1,1,0,1,0,8,2,17,grand-valley-state,2023-12-15-18-ohio-state
1,Rylie Bisballe,31,2,4,.500,2,3,.667,0,1,.000,0,0,,1,3,4,2,0,1,3,1,4,grand-valley-state,2023-12-15-18-ohio-state
2,Abrie Cabana,21,2,7,.286,1,3,.333,1,4,.250,0,0,,0,1,1,0,1,0,5,0,5,grand-valley-state,2023-12-15-18-ohio-state
3,Megan Crow,21,1,3,.333,1,2,.500,0,1,.000,4,4,1.000,1,5,6,1,0,0,3,4,6,grand-valley-state,2023-12-15-18-ohio-state
4,Hadley Miller,21,2,4,.500,2,4,.500,0,0,,0,0,,1,4,5,1,1,0,1,2,4,grand-valley-state,2023-12-15-18-ohio-state
6,Ava Scanlon,16,1,4,.250,1,2,.500,0,2,.000,4,8,.500,2,5,7,1,2,1,0,2,6,grand-valley-state,2023-12-15-18-ohio-state
7,Nicole Kamin,13,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,5,1,0,grand-valley-state,2023-12-15-18-ohio-state
8,Avery Zeinstra,13,2,3,.667,1,2,.500,1,1,1.000,0,0,,0,1,1,2,0,0,1,2,5,grand-valley-state,2023-12-15-18-ohio-state
9,Lexi Plitzuweit,12,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,2,2,1,1,0,2,2,2,grand-valley-state,2023-12-15-18-ohio-state
10,Molly Anderson,10,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,1,0,1,0,0,grand-valley-state,2023-12-15-18-ohio-state
11,Macy Bisballe,10,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,grand-valley-state,2023-12-15-18-ohio-state
0,Taylor Thierry,21,5,5,1.000,5,5,1.000,0,0,,1,2,.500,0,2,2,1,2,0,0,0,11,ohio-state,2023-12-15-18-ohio-state
1,Jacy Sheldon,21,7,8,.875,7,7,1.000,0,1,.000,1,2,.500,0,0,0,2,3,0,0,1,15,ohio-state,2023-12-15-18-ohio-state
2,Rebeka Mikulasikova,17,2,5,.400,1,3,.333,1,2,.500,2,2,1.000,0,1,1,2,1,0,1,0,7,ohio-state,2023-12-15-18-ohio-state
3,Celeste Taylor,16,2,6,.333,2,5,.400,0,1,.000,5,5,1.000,0,1,1,1,3,1,0,2,9,ohio-state,2023-12-15-18-ohio-state
4,Cotie McMahon,16,2,7,.286,2,5,.400,0,2,.000,2,3,.667,1,6,7,0,2,1,3,2,6,ohio-state,2023-12-15-18-ohio-state
6,Madison Greene,21,2,4,.500,2,4,.500,0,0,,2,2,1.000,0,1,1,1,1,0,0,1,6,ohio-state,2023-12-15-18-ohio-state
7,Diana Collins,18,0,6,.000,0,5,.000,0,1,.000,0,0,,2,1,3,0,1,0,0,0,0,ohio-state,2023-12-15-18-ohio-state
8,Emma Shumate,16,1,4,.250,1,2,.500,0,2,.000,0,0,,0,1,1,0,2,0,1,1,2,ohio-state,2023-12-15-18-ohio-state
9,Rikki Harris,16,3,4,.750,3,3,1.000,0,1,.000,1,1,1.000,0,0,0,1,4,0,3,1,7,ohio-state,2023-12-15-18-ohio-state
10,Taiyier Parks,16,1,5,.200,1,5,.200,0,0,,6,8,.750,2,1,3,0,2,0,1,5,8,ohio-state,2023-12-15-18-ohio-state
11,Eboni Walker,16,0,7,.000,0,7,.000,0,0,,0,0,,3,1,4,1,1,0,2,1,0,ohio-state,2023-12-15-18-ohio-state
12,Karla Vres,3,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,1,2,ohio-state,2023-12-15-18-ohio-state
13,Kaia Henderson,3,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,ohio-state,2023-12-15-18-ohio-state
0,Charisma Osborne,36,4,12,.333,1,5,.200,3,7,.429,8,10,.800,1,2,3,3,2,0,4,2,19,ucla,2023-12-18-18-ohio-state
1,Kiki Rice,33,6,12,.500,6,9,.667,0,3,.000,3,4,.750,0,3,3,4,1,2,2,3,15,ucla,2023-12-18-18-ohio-state
2,Lauren Betts,29,8,11,.727,8,11,.727,0,0,,1,2,.500,3,8,11,0,0,5,2,3,17,ucla,2023-12-18-18-ohio-state
3,Londynn Jones,28,3,11,.273,3,6,.500,0,5,.000,2,2,1.000,2,1,3,4,0,0,1,2,8,ucla,2023-12-18-18-ohio-state
4,Angela Dugalic,21,2,7,.286,1,3,.333,1,4,.250,0,0,,0,6,6,2,0,0,4,2,5,ucla,2023-12-18-18-ohio-state
6,Gabriela Jaquez,21,5,6,.833,5,5,1.000,0,1,.000,1,2,.500,0,4,4,2,0,0,2,1,11,ucla,2023-12-18-18-ohio-state
7,Camryn Brown,11,0,0,,0,0,,0,0,,0,0,,1,0,1,1,0,1,1,1,0,ucla,2023-12-18-18-ohio-state
8,Lina Sontag,11,0,0,,0,0,,0,0,,0,0,,0,1,1,2,1,0,0,4,0,ucla,2023-12-18-18-ohio-state
9,Christeen Iwuala,10,1,1,1.000,1,1,1.000,0,0,,0,0,,1,2,3,0,0,0,1,1,2,ucla,2023-12-18-18-ohio-state
0,Jacy Sheldon,40,12,23,.522,9,17,.529,3,6,.500,3,3,1.000,1,2,3,3,1,0,1,3,30,ohio-state,2023-12-18-18-ohio-state
1,Cotie McMahon,35,2,14,.143,0,9,.000,2,5,.400,1,2,.500,1,5,6,0,1,1,2,1,7,ohio-state,2023-12-18-18-ohio-state
2,Taylor Thierry,33,6,9,.667,4,5,.800,2,4,.500,6,8,.750,3,1,4,1,4,1,1,4,20,ohio-state,2023-12-18-18-ohio-state
3,Celeste Taylor,32,1,7,.143,1,5,.200,0,2,.000,2,2,1.000,1,3,4,3,2,1,5,4,4,ohio-state,2023-12-18-18-ohio-state
4,Rebeka Mikulasikova,30,3,8,.375,1,2,.500,2,6,.333,0,0,,0,3,3,2,1,0,3,3,8,ohio-state,2023-12-18-18-ohio-state
6,Rikki Harris,10,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,1,2,1,0,0,0,2,2,ohio-state,2023-12-18-18-ohio-state
7,Taiyier Parks,9,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,2,2,0,ohio-state,2023-12-18-18-ohio-state
8,Madison Greene,8,0,1,.000,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,1,0,0,ohio-state,2023-12-18-18-ohio-state
9,Emma Shumate,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2023-12-18-18-ohio-state
0,Kilyn McGuff,32,2,10,.200,2,4,.500,0,6,.000,0,0,,0,6,6,2,1,0,2,2,4,belmont,2023-12-22-13-ohio-state
1,Tuti Jones,31,1,7,.143,0,3,.000,1,4,.250,0,0,,2,3,5,4,5,0,3,2,3,belmont,2023-12-22-13-ohio-state
2,Tessa Miller,27,6,10,.600,6,10,.600,0,0,,3,4,.750,2,0,2,3,0,0,6,2,15,belmont,2023-12-22-13-ohio-state
3,Jailyn Banks,26,1,7,.143,1,5,.200,0,2,.000,5,6,.833,1,1,2,3,2,0,5,2,7,belmont,2023-12-22-13-ohio-state
4,Kendal Cheesman,25,5,9,.556,2,2,1.000,3,7,.429,0,0,,1,3,4,0,0,1,3,2,13,belmont,2023-12-22-13-ohio-state
6,Carmyn Harrison,20,3,4,.750,3,4,.750,0,0,,0,0,,0,1,1,2,2,0,2,1,6,belmont,2023-12-22-13-ohio-state
7,Blair Schoenwald,18,1,2,.500,0,0,,1,2,.500,2,2,1.000,0,1,1,0,0,0,0,0,5,belmont,2023-12-22-13-ohio-state
8,Kate Hollifield,10,0,1,.000,0,0,,0,1,.000,0,0,,1,1,2,0,0,0,1,1,0,belmont,2023-12-22-13-ohio-state
9,Kensley Feltner,5,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,1,1,0,1,0,1,0,2,belmont,2023-12-22-13-ohio-state
10,Claire Hyde,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,belmont,2023-12-22-13-ohio-state
0,Jacy Sheldon,36,12,18,.667,7,9,.778,5,9,.556,2,4,.500,0,2,2,3,2,0,4,1,31,ohio-state,2023-12-22-13-ohio-state
1,Celeste Taylor,27,5,10,.500,2,5,.400,3,5,.600,2,2,1.000,3,2,5,1,1,1,2,2,15,ohio-state,2023-12-22-13-ohio-state
2,Taylor Thierry,26,4,6,.667,3,4,.750,1,2,.500,0,2,.000,3,6,9,3,1,2,0,4,9,ohio-state,2023-12-22-13-ohio-state
3,Cotie McMahon,24,0,4,.000,0,4,.000,0,0,,1,2,.500,1,2,3,1,0,1,2,2,1,ohio-state,2023-12-22-13-ohio-state
4,Rebeka Mikulasikova,12,0,1,.000,0,0,,0,1,.000,0,0,,0,2,2,5,0,1,1,2,0,ohio-state,2023-12-22-13-ohio-state
6,Eboni Walker,21,4,5,.800,4,5,.800,0,0,,0,0,,3,4,7,1,2,0,3,0,8,ohio-state,2023-12-22-13-ohio-state
7,Rikki Harris,20,3,7,.429,1,2,.500,2,5,.400,2,2,1.000,0,3,3,1,4,0,0,1,10,ohio-state,2023-12-22-13-ohio-state
8,Emma Shumate,12,1,4,.250,0,1,.000,1,3,.333,0,0,,0,2,2,0,0,0,2,0,3,ohio-state,2023-12-22-13-ohio-state
9,Taiyier Parks,9,1,3,.333,1,3,.333,0,0,,0,0,,1,1,2,1,0,0,0,2,2,ohio-state,2023-12-22-13-ohio-state
10,Madison Greene,8,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,ohio-state,2023-12-22-13-ohio-state
11,Diana Collins,4,2,2,1.000,2,2,1.000,0,0,,1,2,.500,0,0,0,0,1,0,1,0,5,ohio-state,2023-12-22-13-ohio-state
12,Kaia Henderson,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,ohio-state,2023-12-22-13-ohio-state
0,Celeste Taylor,39,7,15,.467,5,6,.833,2,9,.222,0,0,,0,4,4,4,2,1,3,5,16,ohio-state,2023-12-30-12-michigan
1,Jacy Sheldon,38,3,9,.333,2,3,.667,1,6,.167,0,0,,1,1,2,2,0,1,5,3,7,ohio-state,2023-12-30-12-michigan
2,Taylor Thierry,36,5,7,.714,5,6,.833,0,1,.000,5,6,.833,3,6,9,1,2,1,1,4,15,ohio-state,2023-12-30-12-michigan
3,Rebeka Mikulasikova,26,2,4,.500,1,3,.333,1,1,1.000,0,0,,0,4,4,1,0,1,4,3,5,ohio-state,2023-12-30-12-michigan
4,Cotie McMahon,17,2,6,.333,2,4,.500,0,2,.000,1,2,.500,0,0,0,1,0,0,3,4,5,ohio-state,2023-12-30-12-michigan
6,Rikki Harris,23,3,8,.375,2,3,.667,1,5,.200,3,5,.600,1,3,4,1,2,0,2,1,10,ohio-state,2023-12-30-12-michigan
7,Eboni Walker,9,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,1,0,1,0,2,ohio-state,2023-12-30-12-michigan
8,Emma Shumate,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,ohio-state,2023-12-30-12-michigan
9,Taiyier Parks,3,0,0,,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,1,0,ohio-state,2023-12-30-12-michigan
10,Madison Greene,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,ohio-state,2023-12-30-12-michigan
0,Laila Phelia,40,10,22,.455,8,18,.444,2,4,.500,4,7,.571,1,3,4,0,2,0,1,1,26,michigan,2023-12-30-12-michigan
1,Elissa Brett,37,2,4,.500,0,0,,2,4,.500,4,4,1.000,0,4,4,2,0,0,1,3,10,michigan,2023-12-30-12-michigan
2,Chyra Evans,36,0,5,.000,0,3,.000,0,2,.000,0,2,.000,1,7,8,3,0,1,4,3,0,michigan,2023-12-30-12-michigan
3,Jordan Hobbs,36,4,6,.667,2,3,.667,2,3,.667,1,2,.500,1,5,6,0,0,0,2,1,11,michigan,2023-12-30-12-michigan
4,Lauren Hansen,34,6,15,.400,5,8,.625,1,7,.143,4,6,.667,1,1,2,2,4,0,5,0,17,michigan,2023-12-30-12-michigan
6,Taylor Williams,7,1,1,1.000,1,1,1.000,0,0,,3,4,.750,2,0,2,1,0,0,0,1,5,michigan,2023-12-30-12-michigan
7,Elise Stuck,6,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,1,0,michigan,2023-12-30-12-michigan
8,Cameron Williams,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,michigan,2023-12-30-12-michigan
9,Greta Kampschroeder,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,michigan,2023-12-30-12-michigan
0,Cotie McMahon,29,3,11,.273,3,11,.273,0,0,,4,4,1.000,2,1,3,0,3,1,4,2,10,ohio-state,2024-01-05-20-northwestern
1,Jacy Sheldon,27,7,11,.636,6,8,.750,1,3,.333,3,3,1.000,0,3,3,3,2,0,1,0,18,ohio-state,2024-01-05-20-northwestern
2,Eboni Walker,25,5,7,.714,5,7,.714,0,0,,1,1,1.000,3,3,6,6,1,0,0,0,11,ohio-state,2024-01-05-20-northwestern
3,Taylor Thierry,23,3,7,.429,3,6,.500,0,1,.000,4,4,1.000,2,1,3,3,2,0,0,0,10,ohio-state,2024-01-05-20-northwestern
4,Celeste Taylor,22,5,11,.455,3,7,.429,2,4,.500,3,3,1.000,0,2,2,2,2,3,0,2,15,ohio-state,2024-01-05-20-northwestern
6,Madison Greene,20,2,4,.500,2,3,.667,0,1,.000,2,4,.500,1,1,2,5,3,0,0,2,6,ohio-state,2024-01-05-20-northwestern
7,Rikki Harris,16,1,4,.250,0,0,,1,4,.250,0,0,,0,0,0,2,0,0,0,1,3,ohio-state,2024-01-05-20-northwestern
8,Taiyier Parks,15,2,7,.286,2,7,.286,0,0,,0,0,,1,4,5,0,1,1,0,2,4,ohio-state,2024-01-05-20-northwestern
9,Diana Collins,13,4,5,.800,2,2,1.000,2,3,.667,0,0,,0,1,1,1,1,0,1,3,10,ohio-state,2024-01-05-20-northwestern
10,Emma Shumate,8,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,1,0,1,0,0,3,ohio-state,2024-01-05-20-northwestern
11,Kaia Henderson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-01-05-20-northwestern
0,Casey Harter,31,0,3,.000,0,3,.000,0,0,,3,4,.750,1,3,4,2,0,0,2,2,3,northwestern,2024-01-05-20-northwestern
1,Caroline Lau,29,3,5,.600,0,2,.000,3,3,1.000,0,0,,0,5,5,4,0,0,5,1,9,northwestern,2024-01-05-20-northwestern
2,Paige Mott,28,5,8,.625,5,7,.714,0,1,.000,0,0,,1,5,6,1,0,0,5,3,10,northwestern,2024-01-05-20-northwestern
3,Caileigh Walsh,23,6,11,.545,4,8,.500,2,3,.667,0,0,,1,4,5,2,0,3,3,4,14,northwestern,2024-01-05-20-northwestern
4,Melannie Daley,21,1,6,.167,1,6,.167,0,0,,0,0,,0,1,1,2,1,0,3,1,2,northwestern,2024-01-05-20-northwestern
6,Maggie Pina,23,2,6,.333,1,3,.333,1,3,.333,1,1,1.000,0,1,1,2,0,1,2,2,6,northwestern,2024-01-05-20-northwestern
7,Jasmine McWilliams,16,2,3,.667,2,3,.667,0,0,,2,2,1.000,1,1,2,1,0,0,0,1,6,northwestern,2024-01-05-20-northwestern
8,Hailey Weaver,11,0,1,.000,0,0,,0,1,.000,0,0,,1,1,2,2,0,0,3,0,0,northwestern,2024-01-05-20-northwestern
9,Alana Goodchild,10,2,5,.400,0,1,.000,2,4,.500,0,0,,0,1,1,1,0,0,1,3,6,northwestern,2024-01-05-20-northwestern
10,Crystal Wang,6,1,1,1.000,1,1,1.000,0,0,,1,2,.500,1,1,2,1,0,0,2,0,3,northwestern,2024-01-05-20-northwestern
11,Mercy Ademusayo,2,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,1,0,1,northwestern,2024-01-05-20-northwestern
0,Mya Petticord,33,2,7,.286,1,4,.250,1,3,.333,5,6,.833,0,1,1,1,0,0,4,4,10,rutgers,2024-01-11-18-ohio-state
1,Destiny Adams,31,6,11,.545,6,11,.545,0,0,,6,6,1.000,4,3,7,1,1,0,6,4,18,rutgers,2024-01-11-18-ohio-state
2,Jillian Huerter,26,1,5,.200,1,3,.333,0,2,.000,3,4,.750,0,0,0,0,1,0,2,3,5,rutgers,2024-01-11-18-ohio-state
3,Chyna Cornwell,26,3,8,.375,3,8,.375,0,0,,0,0,,3,10,13,0,0,0,3,3,6,rutgers,2024-01-11-18-ohio-state
4,Lisa Thompson,23,3,7,.429,2,5,.400,1,2,.500,1,1,1.000,1,2,3,1,0,0,8,3,8,rutgers,2024-01-11-18-ohio-state
6,Antonia Bates,32,0,1,.000,0,0,,0,1,.000,0,0,,0,2,2,0,1,3,2,1,0,rutgers,2024-01-11-18-ohio-state
7,Kassondra Brown,22,2,7,.286,2,7,.286,0,0,,3,4,.750,3,1,4,2,1,1,1,4,7,rutgers,2024-01-11-18-ohio-state
8,Erica Lafayette,6,0,0,,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,1,1,rutgers,2024-01-11-18-ohio-state
0,Jacy Sheldon,25,2,9,.222,1,6,.167,1,3,.333,6,6,1.000,1,0,1,2,8,0,1,2,11,ohio-state,2024-01-11-18-ohio-state
1,Celeste Taylor,21,5,8,.625,4,5,.800,1,3,.333,1,2,.500,1,1,2,4,3,0,2,2,12,ohio-state,2024-01-11-18-ohio-state
2,Cotie McMahon,20,2,6,.333,2,5,.400,0,1,.000,7,10,.700,2,2,4,3,0,0,1,3,11,ohio-state,2024-01-11-18-ohio-state
3,Taylor Thierry,16,4,8,.500,3,7,.429,1,1,1.000,0,0,,2,3,5,1,0,0,1,3,9,ohio-state,2024-01-11-18-ohio-state
4,Rebeka Mikulasikova,16,1,3,.333,0,0,,1,3,.333,0,0,,1,3,4,1,0,0,0,0,3,ohio-state,2024-01-11-18-ohio-state
6,Eboni Walker,24,2,3,.667,2,3,.667,0,0,,0,0,,3,1,4,2,0,0,0,2,4,ohio-state,2024-01-11-18-ohio-state
7,Madison Greene,22,4,9,.444,0,3,.000,4,6,.667,4,4,1.000,2,2,4,5,0,0,3,0,16,ohio-state,2024-01-11-18-ohio-state
8,Emma Shumate,21,3,7,.429,1,2,.500,2,5,.400,0,0,,2,1,3,1,0,1,1,4,8,ohio-state,2024-01-11-18-ohio-state
9,Taiyier Parks,16,4,7,.571,4,6,.667,0,1,.000,1,2,.500,2,2,4,0,1,0,0,3,9,ohio-state,2024-01-11-18-ohio-state
10,Diana Collins,15,3,8,.375,2,5,.400,1,3,.333,0,1,.000,2,1,3,1,1,0,0,0,7,ohio-state,2024-01-11-18-ohio-state
11,Kaia Henderson,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,2,1,0,ohio-state,2024-01-11-18-ohio-state
0,Moira Joiner,38,6,19,.316,5,12,.417,1,7,.143,0,0,,0,3,3,5,0,1,0,4,13,michigan-state,2024-01-14-00-ohio-state
1,Jocelyn Tate,32,3,7,.429,3,7,.429,0,0,,2,4,.500,0,4,4,0,1,0,1,4,8,michigan-state,2024-01-14-00-ohio-state
2,DeeDee Hagemann,31,1,11,.091,1,7,.143,0,4,.000,0,0,,1,2,3,5,1,0,1,1,2,michigan-state,2024-01-14-00-ohio-state
3,Abbey Kimball,28,2,7,.286,0,0,,2,7,.286,2,2,1.000,0,0,0,0,1,0,1,4,8,michigan-state,2024-01-14-00-ohio-state
4,Julia Ayrault,24,2,5,.400,1,4,.250,1,1,1.000,3,4,.750,0,9,9,0,0,0,0,4,8,michigan-state,2024-01-14-00-ohio-state
6,Tory Ozment,24,8,10,.800,7,9,.778,1,1,1.000,1,1,1.000,1,8,9,0,3,0,2,1,18,michigan-state,2024-01-14-00-ohio-state
7,Theryn Hallock,21,3,7,.429,3,6,.500,0,1,.000,2,2,1.000,2,0,2,3,0,1,3,1,8,michigan-state,2024-01-14-00-ohio-state
8,Lauren Ross,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,michigan-state,2024-01-14-00-ohio-state
0,Jacy Sheldon,40,6,15,.400,5,12,.417,1,3,.333,5,6,.833,1,5,6,2,0,0,3,2,18,ohio-state,2024-01-14-00-ohio-state
1,Cotie McMahon,37,4,9,.444,3,7,.429,1,2,.500,2,8,.250,1,6,7,1,0,1,2,2,11,ohio-state,2024-01-14-00-ohio-state
2,Rebeka Mikulasikova,32,5,11,.455,5,9,.556,0,2,.000,0,0,,0,5,5,2,0,0,1,2,10,ohio-state,2024-01-14-00-ohio-state
3,Celeste Taylor,31,1,6,.167,0,3,.000,1,3,.333,4,4,1.000,0,7,7,4,2,5,4,1,7,ohio-state,2024-01-14-00-ohio-state
4,Taylor Thierry,27,6,7,.857,5,5,1.000,1,2,.500,0,5,.000,3,8,11,1,0,1,2,3,13,ohio-state,2024-01-14-00-ohio-state
6,Madison Greene,19,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,3,3,0,1,2,0,ohio-state,2024-01-14-00-ohio-state
7,Rikki Harris,11,4,4,1.000,3,3,1.000,1,1,1.000,2,3,.667,1,1,2,0,0,0,0,1,11,ohio-state,2024-01-14-00-ohio-state
8,Eboni Walker,1,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,2,0,ohio-state,2024-01-14-00-ohio-state
9,Taiyier Parks,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ohio-state,2024-01-14-00-ohio-state
0,Jacy Sheldon,38,3,10,.300,3,4,.750,0,6,.000,4,4,1.000,1,0,1,5,1,0,4,3,10,ohio-state,2024-01-17-19-maryland
1,Cotie McMahon,34,5,12,.417,5,10,.500,0,2,.000,4,7,.571,6,3,9,3,1,1,4,3,14,ohio-state,2024-01-17-19-maryland
2,Taylor Thierry,31,6,7,.857,6,6,1.000,0,1,.000,5,6,.833,6,3,9,2,0,1,1,2,17,ohio-state,2024-01-17-19-maryland
3,Celeste Taylor,30,4,11,.364,3,6,.500,1,5,.200,2,4,.500,1,7,8,2,2,1,3,4,11,ohio-state,2024-01-17-19-maryland
4,Rebeka Mikulasikova,29,7,13,.538,4,7,.571,3,6,.500,3,4,.750,0,3,3,3,0,1,2,1,20,ohio-state,2024-01-17-19-maryland
6,Rikki Harris,14,0,5,.000,0,1,.000,0,4,.000,2,4,.500,0,3,3,1,1,0,1,1,2,ohio-state,2024-01-17-19-maryland
7,Madison Greene,9,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,1,0,0,1,2,2,ohio-state,2024-01-17-19-maryland
8,Taiyier Parks,8,2,2,1.000,2,2,1.000,0,0,,0,1,.000,1,2,3,0,0,0,0,1,4,ohio-state,2024-01-17-19-maryland
9,Eboni Walker,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,ohio-state,2024-01-17-19-maryland
10,Emma Shumate,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,0,1,0,0,1,0,1,2,ohio-state,2024-01-17-19-maryland
0,Bri McDaniel,37,7,14,.500,7,13,.538,0,1,.000,2,3,.667,3,1,4,6,3,0,0,2,16,maryland,2024-01-17-19-maryland
1,Jakia Brown-Turner,35,8,18,.444,8,16,.500,0,2,.000,0,0,,3,5,8,0,2,0,3,5,16,maryland,2024-01-17-19-maryland
2,Brinae Alexander,30,3,9,.333,1,3,.333,2,6,.333,0,0,,0,0,0,0,1,0,1,3,8,maryland,2024-01-17-19-maryland
3,Shyanne Sellers,27,1,8,.125,1,6,.167,0,2,.000,10,10,1.000,5,4,9,7,0,0,4,4,12,maryland,2024-01-17-19-maryland
4,Allie Kubek,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,3,0,maryland,2024-01-17-19-maryland
6,Lavender Briggs,35,6,12,.500,4,8,.500,2,4,.500,2,2,1.000,1,5,6,0,2,0,1,1,16,maryland,2024-01-17-19-maryland
