team_id,game,date_str,time,type,site,opp,conf,srs,team_result,team_pts,opp_pts,ot,win_num,loss_num,streak,arena
1,3,Thu Nov 16 2023,7:00p,REG,,Boston College,ACC,11.84,W,88,66,,2,1,W 2,Value City Arena
1,4,Mon Nov 20 2023,1:30p,REG,N,East Carolina,AAC,7.3,W,79,55,,3,1,W 3,Baha Mar Convention Center
1,5,Wed Nov 22 2023,6:30p,REG,N,Oklahoma State,Big 12,17.76,W,75,57,,4,1,W 4,Baha Mar Convention Center
1,6,Sun Nov 26 2023,1:00p,REG,,Cornell,Ivy,-10.69,W,83,40,,5,1,W 5,Value City Arena
1,7,Sun Dec 3 2023,5:00p,REG,@,Tennessee (20),SEC,23.24,W,78,58,,6,1,W 6,Thompson-Boling Arena
1,8,Tue Dec 5 2023,7:00p,REG,,Ohio,MAC,-11.07,W,85,45,,7,1,W 7,Value City Arena
1,9,Sun Dec 10 2023,1:00p,REG,,Penn State (25),Big Ten,25.4,W,94,84,OT,8,1,W 8,Value City Arena
1,10,Fri Dec 15 2023,6:00p,REG,,Grand Valley State,,,W,73,49,,9,1,W 9,Value City Arena
1,11,Mon Dec 18 2023,6:30p,REG,,UCLA (2),Pac-12,35.86,L,71,77,,9,2,L 1,Value City Arena
1,12,Fri Dec 22 2023,1:00p,REG,,Belmont,MVC,12.87,W,84,55,,10,2,W 1,Value City Arena
1,13,Sat Dec 30 2023,12:00p,REG,@,Michigan,Big Ten,18.99,L,60,69,,10,3,L 1,Crisler Center
1,14,Fri Jan 5 2024,8:00p,REG,@,Northwestern,Big Ten,-0.22,W,90,60,,11,3,W 1,Welsh-Ryan Arena
1,15,Thu Jan 11 2024,6:00p,REG,,Rutgers,Big Ten,3.79,W,90,55,,12,3,W 2,Value City Arena
1,16,Sun Jan 14 2024,4:00p,REG,,Michigan State,Big Ten,28.21,W,70,65,,13,3,W 3,Value City Arena
1,17,Wed Jan 17 2024,7:00p,REG,@,Maryland,Big Ten,22.6,W,84,76,,14,3,W 4,Xfinity Center
1,18,Sun Jan 21 2024,12:00p,REG,,Iowa (2),Big Ten,37.03,W,100,92,OT,15,3,W 5,Value City Arena
1,19,Thu Jan 25 2024,7:00p,REG,@,Illinois,Big Ten,19.38,W,67,59,,16,3,W 6,State Farm Center
1,20,Sun Jan 28 2024,2:00p,REG,@,Purdue,Big Ten,14.46,W,71,68,,17,3,W 7,Mackey Arena
1,21,Thu Feb 1 2024,6:00p,REG,,Wisconsin,Big Ten,7.62,W,87,49,,18,3,W 8,Value City Arena
1,22,Sun Feb 4 2024,12:00p,REG,,Indiana (10),Big Ten,30.25,W,74,69,,19,3,W 9,Value City Arena
1,23,Thu Feb 8 2024,9:00p,REG,@,Minnesota,Big Ten,16.38,W,71,47,,20,3,W 10,Williams Arena
1,24,Sun Feb 11 2024,4:00p,REG,@,Michigan State,Big Ten,28.21,W,86,71,,21,3,W 11,Breslin Student Events Center
1,25,Wed Feb 14 2024,7:00p,REG,,Nebraska,Big Ten,22.52,W,80,47,,22,3,W 12,Value City Arena
1,26,Thu Feb 22 2024,6:00p,REG,@,Penn State,Big Ten,25.4,W,82,69,,23,3,W 13,
1,27,Sun Feb 25 2024,2:00p,REG,,Maryland,Big Ten,22.6,W,79,66,,24,3,W 14,Value City Arena
1,28,Wed Feb 28 2024,7:00p,REG,,Michigan,Big Ten,18.99,W,67,51,,25,3,W 15,Value City Arena
1,29,Sun Mar 3 2024,1:00p,REG,@,Iowa (6),Big Ten,37.03,L,83,93,,25,4,L 1,Carver-Hawkeye Arena
1,30,Fri Mar 8 2024,12:00p,REG,N,,,,,,,,,,,Target Center
3,1,Mon Nov 6 2023,7:30p,REG,,FDU,NEC,-17.68,W,102,46,,1,0,W 1,Carver-Hawkeye Arena
3,2,Thu Nov 9 2023,8:00p,REG,N,Virginia Tech (8),ACC,27.25,W,80,76,,2,0,W 2,Spectrum Center
3,3,Sun Nov 12 2023,3:00p,REG,@,Northern Iowa,MVC,7.36,W,94,53,,3,0,W 3,McLeod Center
3,4,Thu Nov 16 2023,8:30p,REG,,Kansas State,Big 12,29.22,L,58,65,,3,1,L 1,Carver-Hawkeye Arena
3,5,Sun Nov 19 2023,7:00p,REG,,Drake,MVC,13.19,W,113,90,,4,1,W 1,Carver-Hawkeye Arena
3,6,Fri Nov 24 2023,7:30p,REG,N,Purdue Fort Wayne,Horizon,-0.17,W,98,59,,5,1,W 2,Hertz Arena
3,7,Sat Nov 25 2023,,REG,N,,,,,,,,,,,Hertz Arena
3,8,Sat Nov 25 2023,7:30p,REG,N,Florida Gulf Coast,A-Sun,14.2,W,100,62,,6,1,W 1,Hertz Arena
3,9,Sun Nov 26 2023,,REG,N,,,,,,,,,,,Hertz Arena
3,10,Sun Nov 26 2023,7:30p,REG,N,Kansas State (16),Big 12,29.22,W,77,70,,7,1,W 1,Hertz Arena
3,11,Sat Dec 2 2023,1:30p,REG,,Bowling Green State,MAC,-2.35,W,99,65,,8,1,W 2,Carver-Hawkeye Arena
3,12,Wed Dec 6 2023,7:00p,REG,@,Iowa State,Big 12,22.31,W,67,58,,9,1,W 3,James H. Hilton Coliseum
3,13,Sun Dec 10 2023,2:30p,REG,@,Wisconsin,Big Ten,7.62,W,87,65,,10,1,W 4,
3,14,Sat Dec 16 2023,7:00p,REG,N,Cleveland State,Horizon,9.16,W,104,75,,11,1,W 5,Wells Fargo Arena
3,15,Thu Dec 21 2023,6:00p,REG,,Loyola (IL),A-10,-1.63,W,98,69,,12,1,W 6,Carver-Hawkeye Arena
3,16,Sat Dec 30 2023,2:00p,REG,,Minnesota,Big Ten,16.38,W,94,71,,13,1,W 7,Carver-Hawkeye Arena
3,17,Tue Jan 2 2024,9:00p,REG,,Michigan State,Big Ten,28.21,W,76,73,,14,1,W 8,Carver-Hawkeye Arena
3,18,Fri Jan 5 2024,6:00p,REG,@,Rutgers,Big Ten,3.79,W,103,69,,15,1,W 9,Jersey Mike's Arena
3,19,Wed Jan 10 2024,8:00p,REG,@,Purdue,Big Ten,14.46,W,96,71,,16,1,W 10,Mackey Arena
3,20,Sat Jan 13 2024,8:00p,REG,,Indiana (14),Big Ten,30.25,W,84,57,,17,1,W 11,Carver-Hawkeye Arena
3,21,Tue Jan 16 2024,9:00p,REG,,Wisconsin,Big Ten,7.62,W,96,50,,18,1,W 12,Carver-Hawkeye Arena
3,22,Sun Jan 21 2024,12:00p,REG,@,Ohio State (18),Big Ten,34.28,L,92,100,OT,18,2,L 1,Value City Arena
3,23,Sat Jan 27 2024,2:00p,REG,,Nebraska,Big Ten,22.52,W,92,73,,19,2,W 1,Carver-Hawkeye Arena
3,24,Wed Jan 31 2024,8:00p,REG,@,Northwestern,Big Ten,-0.22,W,110,74,,20,2,W 2,Welsh-Ryan Arena
3,25,Sat Feb 3 2024,8:00p,REG,@,Maryland,Big Ten,22.6,W,93,85,,21,2,W 3,Xfinity Center
3,26,Thu Feb 8 2024,9:00p,REG,,Penn State,Big Ten,25.4,W,111,93,,22,2,W 4,Carver-Hawkeye Arena
3,27,Sun Feb 11 2024,1:00p,REG,@,Nebraska,Big Ten,22.52,L,79,82,,22,3,L 1,Pinnacle Bank Arena
3,28,Thu Feb 15 2024,8:00p,REG,,Michigan,Big Ten,18.99,W,106,89,,23,3,W 1,Carver-Hawkeye Arena
3,29,Thu Feb 22 2024,8:00p,REG,@,Indiana (14),Big Ten,30.25,L,69,86,,23,4,L 1,Simon Skjodt Assembly Hall
3,30,Sun Feb 25 2024,1:00p,REG,,Illinois,Big Ten,19.38,W,101,85,,24,4,W 1,Carver-Hawkeye Arena
3,31,Wed Feb 28 2024,9:00p,REG,@,Minnesota,Big Ten,16.38,W,108,60,,25,4,W 2,Williams Arena
3,32,Sun Mar 3 2024,1:00p,REG,,Ohio State (2),Big Ten,34.28,W,93,83,,26,4,W 3,Carver-Hawkeye Arena
3,33,Fri Mar 8 2024,6:30p,REG,N,,,,,,,,,,,Target Center
4,1,Wed Nov 8 2023,6:30p,REG,,Oakland,Horizon,-9.04,W,87,62,,1,0,W 1,Breslin Student Events Center
4,2,Sun Nov 12 2023,2:00p,REG,,Wright State,Horizon,-3.85,W,99,55,,2,0,W 2,Breslin Student Events Center
4,3,Thu Nov 16 2023,6:30p,REG,,Detroit Mercy,Horizon,-8.32,W,105,44,,3,0,W 3,Breslin Student Events Center
4,4,Sun Nov 19 2023,1:00p,REG,,Evansville,MVC,-19.46,W,105,49,,4,0,W 4,Breslin Student Events Center
4,5,Thu Nov 23 2023,6:30p,REG,N,James Madison,Sun Belt,4.66,W,95,69,,5,0,W 5,Hard Rock Hotel Riviera Maya
4,6,Fri Nov 24 2023,4:00p,REG,N,Creighton,Big East,23.83,L,69,83,,5,1,L 1,Hard Rock Hotel Riviera Maya
4,7,Thu Nov 30 2023,7:00p,REG,@,DePaul,Big East,7.96,W,102,64,,6,1,W 1,Wintrust Arena
4,8,Sun Dec 3 2023,2:00p,REG,,Miami (OH),MAC,-13.3,W,89,44,,7,1,W 2,Breslin Student Events Center
4,9,Sat Dec 9 2023,2:00p,REG,,Nebraska,Big Ten,22.52,L,74,80,,7,2,L 1,Breslin Student Events Center
4,10,Sun Dec 17 2023,2:00p,REG,,Central Michigan,MAC,-16.27,W,91,67,,8,2,W 1,Breslin Student Events Center
4,11,Wed Dec 20 2023,9:30p,REG,N,Richmond,A-10,13.54,W,83,76,,9,2,W 2,
4,12,Thu Dec 21 2023,,REG,N,,,,,,,,,,,
4,13,Thu Dec 21 2023,9:30p,REG,N,Coastal Carolina,Sun Belt,-5.98,W,105,66,,10,2,W 1,
4,14,Sat Dec 30 2023,4:00p,REG,@,Penn State,Big Ten,25.4,W,98,87,,11,2,W 2,Bryce Jordan Center
4,15,Tue Jan 2 2024,9:00p,REG,@,Iowa (4),Big Ten,37.03,L,73,76,,11,3,L 1,Carver-Hawkeye Arena
4,16,Tue Jan 9 2024,6:00p,REG,,Maryland,Big Ten,22.6,W,74,69,,12,3,W 1,Breslin Student Events Center
4,17,Sun Jan 14 2024,4:00p,REG,@,Ohio State (17),Big Ten,34.28,L,65,70,,12,4,L 1,Value City Arena
